Age,Date,A,B,C,D,E
47,1992-09-07,,,,1042.0,
55,1971-05-04,,754.1,1743.5,1880.8,1189.3
27,1984-03-09,,539.1,,1239.9,933.3
41,1988-09-30,923.3,,,1298.1,
33,1978-04-04,1070.4,,1501.8,1673.6,1164.7
47,2020-11-26,103.9,,,197.2,
60,1979-01-15,1053.0,620.7,1565.6,,1022.9
16,2009-07-26,,259.8,,,574.1
30,1992-08-05,,505.9,1112.6,,
30,1985-10-14,1018.2,,,,945.6
17,1983-08-09,908.5,605.0,,1248.1,1077.0
55,1988-02-08,,505.1,1104.9,1145.9,
61,1977-08-23,1203.4,652.1,,,
52,2010-03-22,351.8,,,508.4,618.9
44,1999-11-30,648.3,,,812.5,
45,1970-04-07,,799.1,1596.1,1620.4,
36,1972-03-25,1129.7,685.8,,,
14,1989-01-14,778.4,,1230.7,,880.2
41,1991-01-14,756.1,518.7,,1251.0,
54,2020-08-24,97.7,141.6,310.7,198.4,
49,1982-05-01,1043.8,,1308.7,1358.3,
54,2015-08-07,,,,,462.1
24,2015-01-18,,,,413.2,515.7
20,1987-11-01,802.1,,1146.1,,
32,1973-03-12,1256.9,742.1,1571.6,,
60,2000-09-27,,,888.4,,
60,2012-07-20,270.5,225.0,576.9,504.8,560.0
65,2018-11-12,,159.4,336.1,275.3,476.2
67,2006-09-23,443.5,311.0,,706.6,
30,1996-11-15,,,,956.0,
56,2013-08-19,,,471.9,454.5,
45,1985-08-08,,541.2,,1186.3,
22,1998-12-17,675.2,,,853.9,
42,2010-12-06,335.0,287.0,561.3,,
44,1996-08-03,740.8,449.4,,,
26,1974-09-21,1120.9,,,,1139.0
61,1976-11-10,,611.5,,1707.3,
37,2012-10-10,,259.3,550.0,489.9,
41,2016-06-07,216.9,196.7,,,
42,1992-03-07,,,1122.0,,803.3
15,2009-09-04,357.2,,,505.2,
31,2002-11-24,528.9,,803.2,,
19,2006-04-21,461.0,,713.2,632.4,
41,1978-06-07,1160.0,,,1659.9,
34,1999-10-24,,410.7,930.5,,
59,2008-05-21,391.7,280.0,689.1,611.8,568.8
15,1993-01-31,820.4,,,1027.2,765.2
61,2008-01-22,,,,577.1,
43,1977-12-22,,,1543.7,1636.3,1074.9
44,1971-02-27,,684.4,,1835.1,
23,2001-03-02,,377.4,927.2,,
26,1981-05-19,,,,1309.7,1121.4
40,2007-08-04,432.0,314.3,,,
67,1986-02-12,1005.4,564.0,1265.8,,
26,1989-03-23,,,1163.7,,
64,2000-08-28,584.6,,874.3,920.1,781.1
45,1978-09-15,,675.6,1361.2,,1113.6
62,2005-01-23,,,691.1,748.7,
48,1984-12-27,1007.1,619.5,,,
67,1989-05-10,,,,,949.7
44,2016-09-24,187.6,,383.9,,
15,1971-08-22,,,,,1116.6
57,1991-01-16,,461.7,1067.9,,
47,1997-12-27,689.0,,,917.5,693.7
56,1978-10-26,,,1356.9,,1160.7
26,1987-06-26,942.0,492.9,,,870.8
51,2004-03-12,498.6,356.1,,,
25,1997-06-26,633.6,447.1,982.8,,715.4
59,1980-09-15,,660.0,1330.9,,1099.3
66,1975-12-21,,659.5,1657.5,,
41,1982-10-01,1043.5,,,1308.3,
27,2003-07-22,541.1,348.9,,741.1,635.0
17,2009-02-01,385.7,290.1,669.3,566.7,574.9
48,2012-08-10,,225.5,,491.4,559.8
27,1997-10-26,,,,,731.2
67,2011-04-28,,,,,592.8
49,1987-04-07,,,1262.2,1376.5,891.3
39,2001-05-25,537.6,378.9,758.5,,
32,2014-02-05,,210.9,485.4,,
18,2005-08-21,,,719.4,666.4,591.2
17,2013-08-02,281.3,244.8,523.8,,
23,1993-02-11,,450.2,,1136.8,
44,1989-07-18,,551.7,,1125.0,
40,2016-06-10,,193.6,408.7,321.4,
56,1992-10-19,,,1176.5,985.5,806.1
43,1978-11-01,1174.6,,,1490.6,
34,1980-03-21,1152.0,595.2,1293.1,1540.4,
18,1997-08-25,,414.8,938.0,1015.4,714.5
16,2018-08-09,169.9,186.4,,279.0,432.3
45,1998-02-24,,452.2,986.8,862.0,
18,1974-04-29,1119.0,,1613.0,1737.2,
59,1997-12-08,659.1,,,933.0,
66,1975-04-14,1197.8,669.1,,,
38,2005-10-18,422.0,331.9,,665.7,
28,1982-03-31,991.6,,1482.2,,
47,1973-10-17,1305.8,,1455.5,1533.2,
28,1996-01-05,738.3,474.0,,,
67,2007-09-04,441.9,,,597.2,593.2
41,1972-05-07,1347.7,759.7,,,
26,1970-05-09,,810.7,,1789.4,1137.4
41,1975-08-09,,,,1764.8,
47,1991-03-07,,461.9,1127.2,1152.8,
37,2004-04-08,,,,,718.2
60,2019-02-06,149.3,173.2,338.1,250.3,444.5
46,2011-03-13,,270.0,582.1,457.3,
46,1970-01-17,1377.9,,,,
14,1990-11-03,,,,,902.8
33,2008-02-05,375.6,,,550.7,
64,1998-04-24,,403.7,,902.4,
18,2004-09-08,515.4,,814.5,,708.2
19,1981-02-21,1020.0,676.6,1459.1,,1056.4
53,1991-10-11,712.1,475.5,,1167.9,878.6
26,1972-12-13,1241.2,651.1,1752.4,,1051.8
19,1973-10-29,,,,1715.1,
41,1985-07-10,,526.3,,1251.5,945.2
57,1995-01-29,,456.5,,976.2,769.4
62,2010-02-18,333.3,282.0,619.4,,
14,2003-09-25,511.8,321.2,837.3,717.0,
44,1990-07-15,821.6,,,,
46,2015-01-30,227.7,240.9,,,
25,2008-08-31,,300.3,,636.4,
24,1976-08-01,,689.9,1418.0,1518.4,
56,2012-06-27,271.9,231.7,,420.4,
23,1981-03-02,,,1430.1,1572.6,980.4
21,2015-09-12,,193.1,484.7,365.1,
67,2015-12-21,,217.5,480.3,,508.6
58,1990-04-08,,,,,953.1
26,1976-03-25,,609.5,,1594.8,1072.1
35,1993-04-26,,,1112.8,,812.0
42,1985-06-03,852.9,,1368.7,1218.8,957.7
38,1975-05-01,,731.8,1611.2,1683.1,
30,1984-01-13,,,1188.6,1332.1,
42,1996-03-03,,,,1062.6,712.1
16,1990-12-13,,501.9,1210.9,,919.0
63,2001-02-23,590.3,413.3,,,692.1
18,2002-02-24,,,,,696.5
17,1979-05-12,,681.9,1530.8,1600.6,1052.0
44,2014-12-07,262.8,204.8,453.2,382.5,
47,2020-08-29,110.9,,,209.8,419.7
36,1994-09-20,745.5,,,1071.0,
50,1989-12-26,,503.2,1125.3,,943.0
34,1980-02-17,1067.3,,,1476.4,1095.6
28,1998-08-24,,386.0,,,
58,2001-11-10,,,821.5,,695.3
58,1971-06-01,1314.8,676.9,,,1292.3
45,2006-11-23,437.4,,,,
54,1983-09-06,,577.4,,1359.0,1050.9
56,2017-02-27,200.0,202.6,,293.7,
27,1975-04-17,,622.7,1492.9,1751.5,
52,2018-08-30,,160.5,355.5,256.1,
56,1986-10-18,,570.3,1315.4,1262.8,
45,2014-09-16,254.9,230.6,487.2,426.2,
20,1973-12-04,,734.8,1455.6,,
46,2020-02-18,122.3,,323.3,222.3,397.9
24,1997-05-10,,,884.6,,
15,1976-03-25,,646.4,,,
45,1982-11-26,932.1,,1427.8,,1019.5
62,2017-05-06,,207.8,397.3,,414.3
20,1988-05-12,,,,,980.4
41,1990-03-07,,,,,846.1
38,1981-05-16,974.7,,,,
22,1988-02-03,,539.7,,,
22,2019-03-03,144.0,,,,419.3
30,1995-11-05,657.3,476.9,999.3,976.1,
25,1971-01-14,1251.6,,,,
54,2005-12-02,,327.5,654.4,,606.3
39,1988-05-16,827.7,,1303.2,,936.3
24,2002-04-07,,,,864.7,
16,2017-08-05,193.2,173.7,368.5,,487.8
32,1973-04-14,,,,1572.3,
54,1980-04-27,1027.4,657.6,1464.1,1351.3,947.3
40,1986-04-06,902.4,511.7,,1261.5,
28,1995-09-30,,446.4,991.9,897.1,737.7
29,1974-12-06,1173.9,685.3,,1685.3,
55,1978-12-10,,,,1546.1,
51,1978-07-07,1107.5,,,,
27,1974-03-17,,,,,1204.1
41,1977-09-11,,671.0,,,
67,2015-06-27,,,,,451.2
42,1974-07-12,,765.4,1542.8,1603.3,
39,1990-02-19,858.4,,1124.7,1097.3,
33,2012-07-26,,,,,493.8
21,1984-11-15,1004.4,602.8,1321.9,,
21,2017-02-14,,177.4,,301.2,428.1
64,1998-08-17,585.5,433.2,,,712.2
51,2006-08-14,,,716.0,,
43,2001-09-25,556.1,,804.6,,713.9
39,1987-09-16,,487.7,,1283.3,894.1
67,1989-08-04,,511.0,,1272.4,
29,1995-01-01,,415.4,,,
60,1989-09-26,840.2,471.3,1117.8,,
33,1970-03-02,1215.8,819.1,,1646.4,
36,2017-04-10,197.8,,,,
26,2017-01-12,175.1,208.2,,,507.4
15,1972-09-28,,711.1,1613.9,,
43,1984-09-14,887.8,,1397.1,,
43,1974-06-06,1083.4,,1460.7,1689.3,1229.2
16,2014-09-23,,217.5,501.4,,484.2
46,2008-03-02,390.6,283.0,,565.9,
33,2001-01-09,,366.8,,,760.5
66,2019-12-01,,,297.3,,376.9
39,1999-12-26,,,839.7,873.0,
21,1972-09-01,,728.9,1752.5,1545.8,1234.3
36,1999-03-27,,,935.5,815.8,
57,1973-03-28,,695.5,,1576.2,1097.9
43,2017-03-04,,,,288.1,
20,2004-03-28,512.9,,,659.2,707.5
58,2016-08-22,187.5,,,351.9,
51,1983-11-02,899.6,,1437.4,,
17,2011-04-26,321.5,,,501.7,
20,1986-08-02,,584.9,1152.4,1368.0,856.2
52,1992-12-30,699.2,440.3,,1023.7,814.1
50,1985-03-07,951.7,574.9,1355.2,1382.0,
35,1981-11-29,1046.1,,1496.2,,962.3
66,1993-08-02,720.3,,1085.1,,821.6
45,1995-06-10,708.8,457.9,1035.2,1056.4,757.8
20,2001-08-16,553.1,,,794.3,
54,1988-11-14,811.8,563.2,,1145.0,889.6
48,2019-10-19,,170.1,346.6,254.0,423.1
57,1982-09-16,,575.7,1233.3,,
65,2014-04-02,,,,,539.1
27,1994-07-23,,466.9,,984.8,
41,2011-09-16,326.0,247.6,514.0,494.7,
60,1992-03-15,,,,,934.8
54,1979-07-19,1059.7,623.5,1474.6,1432.5,999.1
31,2014-06-09,261.9,242.5,,,
14,2008-12-08,406.6,,685.3,521.8,
40,1971-01-02,,680.5,1653.1,,1168.5
45,1980-12-15,1022.8,,1346.3,1384.2,992.6
66,1993-03-10,,,,,849.5
23,2007-09-11,403.0,,649.9,,
53,2003-11-19,,330.6,,772.8,
28,1982-06-09,1100.2,,,,953.7
27,1991-10-21,828.4,,,1137.7,
43,1984-05-08,,,1244.5,,
41,1978-03-17,1102.8,672.7,,1648.3,
43,1993-04-15,748.7,,1093.3,,892.6
44,2004-01-11,,379.5,790.0,666.7,
33,1980-07-14,1133.3,673.1,,1607.0,990.7
26,1980-03-19,1152.5,671.9,,1620.0,939.9
38,1970-12-21,,,1661.6,1790.7,1083.0
16,1994-10-16,659.1,435.3,1070.4,,
51,1981-04-17,1031.7,657.3,,,1116.1
34,2004-07-22,495.7,,814.1,,709.5
44,1971-11-21,1223.6,,1564.4,1588.4,1187.5
62,1976-12-01,1101.9,,,1447.4,992.8
46,1990-08-14,,,1195.3,1172.0,826.6
35,1981-12-22,,,,,991.1
35,1997-01-23,,446.3,894.4,,
65,1970-05-05,,817.2,,,
21,1995-08-21,,490.2,987.3,1062.0,815.4
51,1997-10-01,,458.6,962.4,966.6,
64,1987-09-26,,561.8,1274.7,1354.1,
28,1983-12-05,,,,,1019.9
66,2006-11-21,,,723.1,,
46,2017-02-13,173.1,,380.6,321.7,432.1
53,2002-09-01,553.7,384.1,,,
44,2014-12-24,237.1,212.6,451.5,,
44,2007-07-29,,286.1,,,562.9
26,2000-04-08,619.8,419.2,803.4,932.9,
20,2020-10-20,,164.3,,191.8,370.7
51,2016-10-05,,,,,438.5
53,2014-02-11,,,459.0,,470.8
25,1991-09-27,729.1,,1083.4,1111.9,847.7
41,1997-06-13,607.5,386.6,,,
32,1989-09-30,892.6,,,1090.0,841.9
16,1984-09-25,,528.6,,1341.4,1027.1
40,1993-10-24,,,1123.2,,
52,2008-05-28,379.6,,655.8,,
33,1974-02-13,1224.8,665.6,1615.3,1631.8,1055.9
14,1973-05-09,,649.7,1663.1,,1121.6
31,1995-10-26,,443.4,,933.8,873.8
35,2020-01-01,115.1,159.9,,217.2,
27,2008-04-27,,294.5,,584.8,571.0
50,1997-12-20,,,,947.4,699.1
43,2018-11-08,164.3,177.6,,,
38,1972-11-05,1250.3,,,1776.8,1057.6
61,2009-08-02,338.4,267.3,620.7,604.0,524.6
24,1992-12-06,,,1143.4,1088.2,
60,1982-07-22,980.4,660.9,,,1063.8
25,1987-04-18,973.5,,,1271.7,
65,1973-02-27,1223.8,,1590.5,,1072.5
29,2009-08-29,341.6,,615.2,,572.9
28,1977-11-16,1113.8,714.5,,,1106.9
36,2018-08-25,,173.6,,,471.1
17,1985-06-26,1011.3,586.9,1315.5,,903.1
20,1995-03-01,778.5,477.3,,,842.8
64,1973-09-12,1223.4,,1498.9,1665.4,1160.4
22,2007-03-26,386.1,,731.4,586.6,656.2
42,1999-08-28,,415.6,844.4,841.7,750.6
66,2004-08-10,,373.6,702.1,761.0,
42,1975-12-22,,739.1,1636.8,1766.9,
60,2002-02-21,534.3,358.9,,835.9,
67,2016-11-25,202.2,,416.9,335.7,452.8
59,1971-01-07,1264.7,,1704.0,1814.8,
33,1988-07-03,,504.6,1087.7,1158.1,
20,2013-10-12,278.2,222.7,,,537.3
47,1984-09-15,,612.6,1170.0,,982.9
22,1976-10-31,,,,,1182.4
49,2000-01-13,,433.2,892.1,835.0,
37,1981-03-11,962.1,,,,1056.3
42,1992-09-01,690.5,503.3,1046.4,1150.3,770.6
20,2013-05-13,,231.8,460.3,402.5,482.2
46,1987-02-02,,,1165.2,,889.3
53,2000-11-21,569.2,,932.2,883.8,
66,2012-09-08,,251.9,543.3,416.8,498.8
57,2015-08-15,244.0,,,,526.6
58,2012-05-06,,,,,493.8
30,1980-08-17,1104.0,583.2,1477.6,1503.5,
54,2010-12-22,304.8,262.3,,535.6,
39,1988-07-13,,,1084.5,1152.2,
40,2006-10-02,,,688.3,,642.8
55,1975-01-25,,643.8,,,1015.7
58,2008-10-27,348.0,,663.1,627.8,
24,1996-02-25,,,,,865.3
47,1990-11-10,750.3,,,,957.5
62,1971-01-03,1156.5,707.5,,,1233.5
62,2018-07-03,153.8,,,,
54,1988-01-26,,,,1321.5,
61,2000-12-07,,,852.5,,754.5
64,1998-09-19,,411.1,849.2,,
25,1998-11-11,,391.7,883.3,911.2,704.8
30,1999-04-05,,,821.1,907.6,
67,2009-08-26,,307.6,,603.0,565.5
39,2010-04-25,,,596.3,587.4,
55,1987-01-29,,,1217.8,,994.8
30,1994-11-26,,492.1,970.7,1085.2,774.0
38,1979-12-26,,,,1501.3,1123.8
66,2014-05-28,,,,,552.5
36,2016-01-03,,,,,439.6
59,2005-03-28,444.5,354.9,,,621.4
15,1994-05-22,,,,,814.2
27,1993-10-25,686.1,,,,
17,1977-10-27,,693.7,1438.3,1555.7,1047.6
58,2020-02-11,,166.1,318.5,,
40,1999-10-23,,,816.9,,724.0
62,1979-07-23,1123.6,,1506.1,,
19,1975-01-12,1246.7,622.4,,,1165.0
52,1990-05-31,834.5,500.8,,,937.6
44,1980-10-04,995.6,,1405.3,1367.4,
32,1972-04-17,,653.0,,,1243.8
30,1972-05-28,1300.9,776.2,,1579.2,1166.1
28,2004-08-03,503.6,369.0,808.6,677.2,700.7
62,2020-03-29,121.6,,,,384.6
59,1986-07-19,,561.5,1151.1,1203.2,
33,1973-06-07,,,,1556.5,
58,1976-02-05,,723.5,1596.4,1766.2,1150.9
25,1993-07-30,,492.4,1126.9,985.6,
28,1970-12-02,1401.7,,,1885.5,
17,1980-02-26,1164.7,653.4,,,
16,1989-04-03,793.2,502.6,,,873.5
64,1973-08-25,,749.9,1472.0,1624.7,
35,1994-06-11,,463.7,1082.6,1101.7,
57,1979-04-04,1023.0,,1490.4,,
59,2003-10-26,,,711.2,775.0,658.1
53,1989-11-11,789.9,550.3,,,836.1
53,1986-11-24,812.5,605.3,1134.2,,924.6
27,2020-11-29,,162.6,286.4,,406.0
52,2009-09-06,,,,,553.5
34,1998-12-20,,398.7,988.5,,
28,1995-01-12,686.2,431.2,1078.2,,795.1
18,1973-04-08,1251.5,,,,
30,1978-05-26,,,,,1036.7
53,1986-01-14,,573.3,,1364.9,942.7
58,1994-06-25,793.9,491.7,1027.8,,
51,1970-01-20,1252.5,,,1721.0,1163.0
32,2019-06-20,,,351.3,244.4,
26,2013-03-02,282.0,226.7,,459.3,
28,2013-12-14,,238.5,,,537.6
15,1977-02-22,,728.6,,1565.1,1147.1
22,1985-06-04,1014.8,593.7,1310.1,1301.2,
25,1998-08-13,658.2,428.8,,,
62,1970-03-17,,,1814.9,1650.2,
34,1991-01-16,,,,1178.9,868.9
33,2012-12-14,269.2,263.2,,479.6,549.1
19,2018-05-02,164.8,,360.5,,
20,1983-10-20,,610.4,1269.4,1444.4,1062.6
22,2002-06-01,,378.8,,,709.1
37,1976-02-27,,730.8,1636.9,,1010.0
47,1984-11-30,,,,1202.3,
22,2007-03-06,,286.2,,,
18,2002-01-14,551.4,358.4,762.8,,
39,1995-09-19,,472.7,978.1,,806.4
40,2006-07-24,407.8,311.8,,,656.4
58,1979-06-18,1138.3,695.6,1501.5,,1123.0
58,2010-10-22,,,618.9,470.4,589.0
46,1986-03-22,,543.0,,,1019.9
43,1996-02-12,722.6,405.6,994.4,,
15,2002-05-26,,387.1,,741.6,
54,1980-12-04,972.5,,1421.0,1365.2,938.0
65,1998-04-02,592.9,,878.5,919.3,
67,2005-03-11,491.0,,767.7,677.6,656.1
23,1993-09-15,716.9,474.3,1117.3,,764.5
30,1973-04-10,,,,,1144.8
56,1974-09-23,1103.9,752.3,1594.5,1587.4,1145.2
45,1989-11-07,,,1129.0,,
22,1984-12-10,912.3,576.3,,1324.0,881.1
24,2016-11-29,,,374.0,335.4,431.2
62,1975-07-10,1084.2,,,1743.1,
59,2007-11-16,449.4,298.6,,601.8,571.9
28,2014-09-19,,212.3,,,
64,2016-11-29,,,,,454.9
34,1981-06-13,,600.5,,1556.6,1066.4
15,2010-01-08,367.2,,546.2,,
51,1973-09-13,1137.2,,1580.5,1615.6,
14,1974-12-19,1105.6,,,,1056.4
23,2002-12-13,497.1,336.8,718.8,,
39,1992-06-12,823.9,,,1134.8,775.8
29,1990-01-21,790.9,,1135.7,1267.1,
55,2011-06-09,,287.7,,,
16,1975-03-18,1255.3,646.8,,1529.1,
22,2011-08-17,,250.7,534.3,500.6,
54,1986-05-31,955.6,,,,944.4
36,2019-06-12,130.6,,,,
14,2020-08-24,,167.0,308.8,,427.3
59,1984-09-18,,,,1298.5,
58,2011-12-07,334.6,,526.1,462.7,593.7
29,1970-07-21,1279.9,797.6,,1789.7,
55,2011-05-07,312.5,,600.6,,
39,2020-11-24,100.0,,293.6,,387.5
22,1996-02-14,712.1,471.8,,,748.9
26,2012-01-02,,,566.6,496.7,
19,2013-01-19,,,,,551.3
34,1978-02-07,1043.5,,1465.7,1519.5,1119.4
33,1972-10-31,,782.1,1631.5,,1195.3
21,1980-08-28,1059.3,640.4,1404.9,1514.2,
49,2016-06-26,,194.8,,,
46,2016-04-21,,,471.6,360.6,503.7
63,2019-05-15,134.8,153.4,327.5,268.2,
15,1997-08-11,653.1,434.2,,1011.6,
47,1985-09-12,,539.5,1327.2,1321.4,
66,1978-11-12,,650.5,1338.2,1446.4,
67,1985-01-08,,627.7,1378.1,,985.0
61,1988-01-01,,,1088.3,,
56,1978-12-10,1116.0,,1571.9,1527.2,983.7
44,1988-09-18,,,,,929.2
24,1980-08-06,1033.9,565.2,,,1068.9
32,1990-11-16,876.9,483.7,1021.9,,833.1
56,2005-12-31,,339.9,,,652.4
55,2018-04-06,,193.7,386.2,263.2,
36,1990-10-19,826.5,,,,852.3
46,2013-03-12,276.5,238.2,,442.1,
42,2014-12-23,,,,407.5,
42,1991-07-08,718.6,512.4,1120.0,1018.7,814.3
66,2008-06-04,,,700.4,,568.5
21,2012-08-25,322.5,,,,583.9
25,2016-03-11,,204.9,,334.7,
43,1983-03-10,1036.8,,,,997.1
56,1999-08-28,,425.3,,831.3,697.5
27,1980-10-09,1075.3,,1407.6,1328.3,
59,2018-06-27,,165.8,,288.1,410.7
25,1981-04-02,938.3,,1473.5,1502.5,982.9
24,1995-04-11,,445.5,,,868.1
64,1978-08-19,,,,,995.6
57,1976-03-17,1212.5,660.7,1457.9,1723.2,1133.2
46,2004-03-19,,352.8,,,
19,1999-06-10,,,897.7,,691.6
42,1998-10-28,,,,811.2,
34,1975-08-18,1092.6,,,1755.6,1043.8
19,1981-10-29,1002.3,,,,
47,1976-01-02,,,1420.1,,
50,1980-08-15,1116.0,,1374.3,,1094.1
57,1982-10-17,1045.6,,1295.7,1348.8,
18,1978-10-29,,650.1,,1521.8,987.9
24,2001-07-20,550.1,410.1,,,720.5
27,2018-08-08,,161.8,336.7,295.5,
18,2016-01-30,,,397.3,,482.3
61,1972-09-15,1132.2,,,1551.7,
23,1986-03-08,,,1161.4,,
65,2014-06-28,,207.0,526.1,,518.1
41,1997-06-17,599.0,,931.9,,838.5
14,2013-08-19,,237.0,,454.4,
19,2006-12-11,419.3,,650.6,701.8,
21,2000-10-25,615.8,,929.3,,
63,2020-04-23,,168.7,305.0,,410.4
32,1970-10-06,1305.0,,1786.6,1880.2,
46,2006-01-20,,314.2,,,
42,2008-09-12,397.7,318.2,,,
35,1975-08-31,,745.2,,1631.9,
64,2005-05-31,,306.3,,653.4,644.3
27,1998-12-22,595.8,413.5,,946.4,733.2
16,1997-06-18,,413.7,860.5,,
33,2005-04-01,476.8,353.8,798.3,,
42,2020-03-23,,164.0,290.4,,386.2
28,1986-01-01,960.9,,,,1038.7
55,2014-03-18,281.5,,479.4,,
34,1984-09-05,,548.1,,,1024.5
18,2012-01-25,,,543.8,,
52,1974-11-28,,632.0,1489.3,1787.1,1103.0
32,1996-02-12,,473.3,1072.9,,726.5
31,2010-01-30,,,,,595.1
64,1987-01-20,,550.9,1234.6,,
15,2003-12-22,,,738.2,,
52,1975-02-19,1290.1,,1564.6,1744.1,1035.3
19,2003-12-04,518.1,,797.1,803.6,644.7
17,1980-08-12,,639.2,,,1062.7
52,1975-12-26,,,,1459.7,
50,1995-07-06,676.4,,,1043.4,765.3
35,2004-06-29,445.2,,745.0,,667.7
64,2012-04-29,308.3,263.7,497.4,,518.3
47,2008-04-08,426.9,,598.6,547.2,588.4
41,1984-02-06,934.5,588.9,1441.9,1296.7,1074.8
51,1990-12-29,,517.6,,1150.8,
41,2016-11-03,186.5,199.1,,308.7,
55,2010-06-08,,,631.3,551.0,563.8
58,2014-12-25,,,434.5,,
63,1983-08-27,890.4,,1429.1,1248.6,
52,1981-01-31,1118.0,,,1508.1,
65,1977-07-29,,,,,1183.5
56,1985-05-25,974.6,,1371.7,1217.7,888.8
42,1999-03-02,565.3,388.4,819.8,816.1,
17,1991-06-02,,536.6,,,
15,1997-08-09,600.8,455.1,,,
63,2008-02-19,435.4,318.4,,641.7,
57,2013-07-19,296.1,,457.4,475.6,560.9
64,1986-03-29,,553.9,1169.3,1198.2,986.7
21,2000-08-16,548.1,398.3,932.5,,
31,1990-02-03,,,1245.9,1214.7,
24,2017-07-31,,186.8,408.9,,
33,2016-01-26,,224.2,449.0,,
65,1974-07-16,1239.2,736.6,,1595.6,
63,1995-04-29,663.4,,1075.8,916.3,
39,2006-06-08,480.4,,694.0,698.1,
62,1980-06-10,1033.1,,1543.1,1575.2,1004.3
51,2007-04-23,421.9,,,,
28,2009-05-22,,279.0,577.2,,
17,1985-10-11,884.7,560.2,,,860.9
23,1984-02-11,,551.7,,,888.4
35,1985-07-16,,583.0,1209.1,,979.8
49,1983-05-20,,644.3,,,
66,2019-12-23,,,,,434.0
49,1995-11-05,,453.1,,,
45,1978-04-23,1046.8,650.7,,,966.9
23,2019-01-22,145.5,,351.7,,449.2
54,2000-12-26,557.9,,808.1,,
54,1991-08-30,723.3,535.6,,,814.8
26,1984-02-05,,,,1236.1,
30,1980-04-19,986.4,,1470.6,,1141.3
37,1990-06-01,848.6,,,1079.6,897.8
18,2009-04-11,394.0,,,,
30,1982-05-25,1011.1,614.5,,,1015.6
36,2007-11-16,,,713.7,,574.9
40,1994-02-24,738.4,455.7,,,773.3
36,1989-09-01,781.3,516.8,1111.0,1136.1,974.9
20,2008-10-30,352.4,302.1,612.9,,
29,2020-07-03,102.0,154.9,310.2,,
60,1978-09-27,,645.6,,1396.8,1029.0
23,2003-12-19,532.7,,,682.1,719.7
25,2011-07-18,312.9,252.3,603.2,,
45,1993-09-10,684.1,,,,
29,2011-12-07,292.4,,,440.7,
60,1993-02-12,,515.8,,1002.9,
66,1978-09-19,,708.8,,1589.4,
19,1977-06-30,,677.3,,1531.9,
42,2007-12-05,,316.3,,653.5,
65,2001-07-30,506.9,380.0,,799.4,
63,2002-07-18,,367.2,,,637.3
21,2011-05-11,325.2,,567.3,,510.8
17,2010-10-28,368.8,254.4,522.8,538.9,563.9
25,2009-01-29,381.5,307.0,684.0,611.8,
67,2010-07-16,,,558.6,,
49,2017-10-02,,192.4,,321.1,419.5
23,1970-02-15,1400.1,,1538.5,,1181.6
67,1996-09-18,735.6,,,,
21,1985-10-09,1020.8,,1237.6,,1012.4
65,1987-02-08,,,1257.8,,
64,2003-03-19,,344.4,766.1,706.0,
64,2011-01-12,,,,,584.0
18,1998-06-01,,381.3,,869.6,
15,1999-01-03,593.3,409.5,,,
27,1984-11-23,,559.1,,,949.7
55,1993-01-11,823.0,,,1047.4,916.6
47,2010-12-01,,,,534.1,
15,2004-06-15,,,,737.5,
56,1990-04-07,855.3,497.4,,,
23,1995-05-22,722.7,406.4,1023.5,,843.0
62,1990-11-29,,,1069.4,1044.9,
36,1972-12-24,1226.1,,1514.9,,
17,1983-09-08,,,,1425.7,924.0
29,1978-12-15,,624.8,1503.4,1529.1,
33,1975-08-29,,692.3,1560.0,,1149.3
56,1984-03-19,,610.8,,1387.7,
34,2015-09-15,,218.7,430.3,400.1,
56,2009-08-29,,276.2,,547.2,568.6
30,2015-09-10,214.5,,450.4,,
50,1997-10-08,,382.7,960.2,870.0,
57,1989-05-24,,,1128.3,,
50,2015-10-11,,,,,484.0
45,1971-12-01,1263.4,766.7,,1723.1,
42,1991-10-15,,,,,783.8
60,1979-06-12,1082.2,,,1626.3,
61,1999-02-22,610.4,366.7,,,800.0
49,2017-01-24,,,401.3,300.4,463.3
29,2010-08-18,323.3,,,,
60,1976-03-12,1165.4,,,1718.7,1192.6
15,1970-08-06,,,,1729.1,
18,1979-03-26,,,,1412.1,1099.9
15,2003-11-23,546.9,,,,
46,2011-04-05,307.3,,,540.2,570.8
14,1999-02-20,615.0,,971.2,,715.9
55,2000-08-03,574.1,,903.4,880.4,653.7
50,1975-07-08,,720.4,,1729.1,1005.8
51,2018-01-23,181.2,202.1,382.0,278.8,430.2
24,2013-06-11,300.8,224.5,557.2,471.7,
46,1988-04-18,,541.0,,,
36,2017-03-21,181.5,196.0,,325.8,502.3
25,1983-03-06,,643.4,1411.0,,1058.8
53,1974-10-12,,726.2,1510.4,,1168.2
59,2007-04-26,398.3,,626.7,600.4,
19,1994-11-08,785.6,,,,
65,1975-04-14,,686.9,,1621.8,1117.0
38,2009-04-04,376.6,298.7,,,576.7
18,2012-06-02,305.9,240.6,508.9,457.6,516.4
32,1991-08-28,,,,,852.6
67,1973-10-28,1180.6,732.4,1622.9,1684.5,1047.5
20,1973-10-09,1208.1,,1474.9,,1136.8
44,1977-03-14,1061.4,700.9,1352.7,1673.4,1136.9
50,1976-08-27,,680.7,,1679.2,1005.4
39,1990-10-07,826.7,,1158.0,1232.2,
15,2018-08-23,148.5,166.2,329.4,,
